ФИО пассажира,Номер каюты,Тип каюты,Порт назначения
Соколов Анна,122,2,Владивосток
Лебедева Пётр,122,1,Калининград
Петрова Наталья,122,2,Калининград
Попова Мария,122,Люкс,Калининград
Сидоров Ольга,122,2,Калининград
Козлов Екатерина,122,3,Мурманск
Козлов Ольга,122,1,Мурманск
Соколов Екатерина,122,3,Мурманск
Соколов Наталья,122,3,Мурманск
Иванов Дмитрий,122,Люкс,Одесса
Иванов Ольга,122,3,Одесса
Козлов Дмитрий,122,3,Одесса
Лебедева Дмитрий,122,3,Одесса
Лебедева Екатерина,122,Люкс,Одесса
Соколов Алексей,122,Люкс,Одесса
Козлов Анна,122,1,Санкт-Петербург
Козлов Иван,122,2,Санкт-Петербург
Лебедева Мария,122,2,Санкт-Петербург
Иванов Сергей,122,2,Севастополь
Козлов Сергей,122,1,Севастополь
Кузнецова Мария,122,Люкс,Севастополь
Новикова Мария,122,3,Севастополь
Смирнов Екатерина,122,Люкс,Севастополь
Соколов Анна,122,1,Севастополь
Соколов Наталья,123,Люкс,Владивосток
Иванов Алексей,123,3,Калининград
Иванов Мария,123,2,Калининград
Новикова Пётр,123,2,Калининград
Иванов Ольга,123,2,Мурманск
Козлов Екатерина,123,Люкс,Мурманск
Лебедева Сергей,123,Люкс,Мурманск
Новикова Пётр,123,1,Мурманск
Новикова Сергей,123,Люкс,Мурманск
Попова Мария,123,2,Мурманск
Козлов Мария,123,Люкс,Одесса
Новикова Наталья,123,3,Одесса
Попова Анна,123,1,Одесса
Соколов Сергей,123,2,Одесса
Кузнецова Иван,123,2,Санкт-Петербург
Лебедева Мария,123,3,Санкт-Петербург
Лебедева Ольга,123,2,Санкт-Петербург
Сидоров Ольга,123,Люкс,Санкт-Петербург
Попова Мария,123,3,Севастополь
Иванов Алексей,124,Люкс,Владивосток
Кузнецова Мария,124,3,Владивосток
Соколов Иван,124,3,Владивосток
Козлов Анна,124,Люкс,Калининград
Козлов Екатерина,124,1,Калининград
Кузнецова Дмитрий,124,Люкс,Калининград
Кузнецова Мария,124,2,Калининград
Соколов Ольга,124,3,Калининград
Козлов Пётр,124,2,Мурманск
Смирнов Пётр,124,3,Мурманск
Соколов Алексей,124,Люкс,Мурманск
Соколов Пётр,124,Люкс,Мурманск
Иванов Анна,124,Люкс,Одесса
Козлов Иван,124,3,Одесса
Сидоров Екатерина,124,3,Одесса
Смирнов Иван,124,2,Одесса
Козлов Анна,124,Люкс,Санкт-Петербург
Сидоров Алексей,124,1,Санкт-Петербург
Сидоров Ольга,124,2,Санкт-Петербург
Сидоров Сергей,124,3,Санкт-Петербург
Лебедева Алексей,124,Люкс,Севастополь
Новикова Ольга,124,Люкс,Севастополь
Сидоров Ольга,124,3,Севастополь
Иванов Анна,125,2,Владивосток
Козлов Ольга,125,2,Владивосток
Кузнецова Наталья,125,Люкс,Владивосток
Лебедева Мария,125,1,Владивосток
Лебедева Наталья,125,Люкс,Владивосток
Попова Пётр,125,1,Владивосток
Сидоров Мария,125,Люкс,Владивосток
Смирнов Наталья,125,1,Владивосток
Соколов Сергей,125,2,Владивосток
Иванов Ольга,125,3,Калининград
Попова Иван,125,3,Калининград
Попова Наталья,125,2,Калининград
Попова Ольга,125,1,Калининград
Сидоров Наталья,125,2,Калининград
Козлов Алексей,125,1,Мурманск
Новикова Мария,125,1,Мурманск
Петрова Дмитрий,125,Люкс,Мурманск
Петрова Пётр,125,1,Мурманск
Сидоров Алексей,125,1,Мурманск
Сидоров Иван,125,3,Мурманск
Смирнов Алексей,125,3,Мурманск
Соколов Пётр,125,Люкс,Мурманск
Лебедева Дмитрий,125,Люкс,Одесса
Лебедева Екатерина,125,1,Одесса
Попова Сергей,125,3,Одесса
Сидоров Анна,125,Люкс,Одесса
Сидоров Дмитрий,125,2,Одесса
Смирнов Екатерина,125,Люкс,Одесса
Смирнов Пётр,125,Люкс,Одесса
Соколов Пётр,125,3,Одесса
Иванов Дмитрий,125,Люкс,Санкт-Петербург
Лебедева Иван,125,3,Санкт-Петербург
Новикова Екатерина,125,2,Санкт-Петербург
Новикова Мария,125,Люкс,Санкт-Петербург
Сидоров Пётр,125,Люкс,Санкт-Петербург
Козлов Ольга,125,2,Севастополь
