ФИО пассажира,Номер каюты,Тип каюты,Порт назначения
Петрова Мария,163,1,Санкт-Петербург
Смирнов Ольга,163,1,Санкт-Петербург
Иванов Иван,163,2,Севастополь
Козлов Сергей,163,3,Севастополь
Лебедева Сергей,163,1,Севастополь
Петрова Иван,163,1,Севастополь
Попова Наталья,163,3,Севастополь
Кузнецова Сергей,164,3,Калининград
Смирнов Ольга,164,2,Мурманск
Кузнецова Дмитрий,164,Люкс,Одесса
Кузнецова Екатерина,164,3,Одесса
Лебедева Алексей,164,1,Одесса
Новикова Наталья,164,3,Одесса
Соколов Мария,164,2,Одесса
Иванов Дмитрий,164,2,Севастополь
Петрова Наталья,164,3,Севастополь
Сидоров Дмитрий,164,2,Севастополь
Новикова Иван,165,2,Владивосток
Попова Мария,165,Люкс,Владивосток
Козлов Дмитрий,165,1,Калининград
Петрова Ольга,165,2,Калининград
Попова Анна,165,2,Калининград
Козлов Иван,165,1,Мурманск
Козлов Пётр,165,2,Одесса
Кузнецова Анна,165,2,Одесса
Новикова Наталья,165,2,Санкт-Петербург
Козлов Иван,165,1,Севастополь
Лебедева Мария,165,3,Севастополь
Новикова Мария,165,3,Севастополь
Смирнов Сергей,165,Люкс,Севастополь
Козлов Наталья,166,3,Владивосток
Соколов Алексей,166,2,Владивосток
Иванов Дмитрий,166,3,Мурманск
Петрова Алексей,166,Люкс,Мурманск
Козлов Анна,166,Люкс,Одесса
Новикова Наталья,166,1,Одесса
Сидоров Сергей,166,1,Одесса
Смирнов Екатерина,166,1,Одесса
Соколов Ольга,166,2,Санкт-Петербург
Иванов Алексей,166,1,Севастополь
Попова Сергей,166,2,Севастополь
Иванов Екатерина,167,3,Калининград
Смирнов Алексей,167,1,Калининград
Иванов Алексей,167,Люкс,Мурманск
Новикова Алексей,167,1,Мурманск
Смирнов Наталья,167,Люкс,Санкт-Петербург
Козлов Пётр,167,2,Севастополь
Новикова Пётр,167,Люкс,Севастополь
Попова Дмитрий,167,3,Севастополь
Смирнов Иван,167,1,Севастополь
Козлов Анна,168,3,Владивосток
Соколов Наталья,168,1,Владивосток
Козлов Иван,168,Люкс,Калининград
Сидоров Иван,168,Люкс,Калининград
Попова Екатерина,168,2,Мурманск
Сидоров Ольга,168,1,Мурманск
Иванов Дмитрий,168,3,Одесса
Иванов Сергей,168,Люкс,Одесса
Козлов Мария,168,2,Одесса
Лебедева Пётр,168,2,Санкт-Петербург
Соколов Мария,168,1,Санкт-Петербург
Иванов Алексей,168,Люкс,Севастополь
Петрова Екатерина,168,3,Севастополь
Соколов Дмитрий,168,Люкс,Севастополь
Кузнецова Мария,169,Люкс,Владивосток
Петрова Наталья,169,3,Владивосток
Кузнецова Алексей,169,1,Калининград
Попова Алексей,169,2,Калининград
Иванов Сергей,169,1,Мурманск
Соколов Иван,169,Люкс,Мурманск
Кузнецова Пётр,169,2,Одесса
Петрова Мария,169,2,Одесса
Соколов Анна,169,Люкс,Одесса
Иванов Сергей,169,1,Санкт-Петербург
Кузнецова Анна,169,3,Санкт-Петербург
Козлов Анна,169,2,Севастополь
Попова Алексей,169,2,Севастополь
Сидоров Наталья,169,Люкс,Севастополь
Лебедева Пётр,170,2,Владивосток
Петрова Мария,170,1,Владивосток
Попова Анна,170,1,Владивосток
Иванов Пётр,170,Люкс,Калининград
Лебедева Анна,170,1,Калининград
Лебедева Сергей,170,3,Калининград
Иванов Наталья,170,3,Одесса
Козлов Екатерина,170,2,Санкт-Петербург
Лебедева Алексей,170,1,Санкт-Петербург
Соколов Алексей,170,1,Санкт-Петербург
Козлов Мария,170,2,Севастополь
Соколов Пётр,170,Люкс,Севастополь
Козлов Дмитрий,171,3,Владивосток
Новикова Алексей,171,2,Владивосток
Новикова Анна,171,Люкс,Владивосток
Кузнецова Иван,171,1,Калининград
Смирнов Екатерина,171,Люкс,Калининград
Кузнецова Алексей,171,2,Мурманск
